"country","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"france","lyon","2020-07-25",9163229,"2e Arrondissement",45.75231,4.83116,"Apartment","Private room",2,1,1,75,1,4,0,82.5,2475
"france","lyon","2020-07-25",9164259,"3e Arrondissement",45.76064,4.87273,"Apartment","Entire home/apt",4,1,1,80,2,1125,0,60,1800
"france","lyon","2020-07-25",9165064,"1er Arrondissement",45.76913,4.83144,"Apartment","Entire home/apt",3,1,1,350,1,1125,0,350,10500
"france","lyon","2020-07-25",9165070,"1er Arrondissement",45.77129,4.83359,"Apartment","Entire home/apt",6,3,3,300,2,1125,0,300,9000
"france","lyon","2020-07-25",9168119,"9e Arrondissement",45.76743,4.81029,"Apartment","Entire home/apt",4,1,2,25,1,1125,0,25,750
"france","lyon","2020-07-25",9168949,"4e Arrondissement",45.77349,4.82126,"Apartment","Private room",2,1,1,50,1,1125,0,50,1500
"france","lyon","2020-07-25",9168972,"4e Arrondissement",45.77505,4.82277,"Apartment","Entire home/apt",4,2,2,150,2,4,0,150,4500
"france","lyon","2020-07-25",9177708,"2e Arrondissement",45.75337,4.83279,"Apartment","Entire home/apt",6,3,3,151,2,90,26,105,420
"france","lyon","2020-07-25",9177751,"3e Arrondissement",45.75722,4.8424,"Apartment","Entire home/apt",4,2,3,300,2,1125,0,300,9000
"france","lyon","2020-07-25",9177994,"1er Arrondissement",45.7667,4.83135,"Apartment","Entire home/apt",4,1,2,185,2,1125,0,185,5550
"france","lyon","2020-07-25",9178099,"3e Arrondissement",45.75755,4.84599,"Apartment","Entire home/apt",6,1,2,75,2,3,0,75,2250
"france","lyon","2020-07-25",9178378,"4e Arrondissement",45.77393,4.82284,"Apartment","Entire home/apt",4,2,2,150,2,1125,0,150,4500
"france","lyon","2020-07-25",9178728,"7e Arrondissement",45.75332,4.83949,"Apartment","Entire home/apt",6,3,3,250,1,4,0,250,7500
"france","lyon","2020-07-25",9179767,"9e Arrondissement",45.77416,4.80122,"Apartment","Entire home/apt",4,2,2,60,2,5,0,31,930
"france","lyon","2020-07-25",9182461,"4e Arrondissement",45.77762,4.83632,"Apartment","Entire home/apt",6,2,3,30,1,1125,0,30,900
"france","lyon","2020-07-25",9183371,"7e Arrondissement",45.74805,4.8505,"Apartment","Entire home/apt",4,2,3,105,2,1125,0,105,3150
"france","lyon","2020-07-25",9189721,"3e Arrondissement",45.75565,4.84244,"Apartment","Entire home/apt",4,1,2,55,1,1125,0,55,1650
"france","lyon","2020-07-25",9190787,"7e Arrondissement",45.74992,4.84788,"Apartment","Private room",2,1,1,50,1,1125,0,50,1500
"france","lyon","2020-07-25",9191325,"9e Arrondissement",45.78089,4.80653,"Apartment","Private room",2,1,1,34,2,1125,6,34,816
"france","lyon","2020-07-25",9192466,"7e Arrondissement",45.75451,4.83997,"Apartment","Entire home/apt",3,1,2,50,1,1125,0,50,1500
"france","lyon","2020-07-25",9192813,"1er Arrondissement",45.76892,4.82192,"Apartment","Entire home/apt",2,0,1,55,2,1125,0,55,1650
"france","lyon","2020-07-25",9194111,"7e Arrondissement",45.75003,4.846,"Apartment","Entire home/apt",2,0,1,36,2,15,0,36,1080
"france","lyon","2020-07-25",9195156,"3e Arrondissement",45.75546,4.84797,"Apartment","Entire home/apt",6,2,3,340,1,1125,0,340,10200
"france","lyon","2020-07-25",9195754,"1er Arrondissement",45.77322,4.83531,"Loft","Entire home/apt",2,1,1,200,2,1125,0,200,6000
