"","country","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"11015","italy","milan","2020-05-15",24617056,"MECENATE",45.45354,9.24801,"Loft","Entire home/apt",1,0,1,"$700.00",1,1125,30,NA,0
"11016","italy","milan","2020-05-15",24618856,"CITTA' STUDI",45.4846,9.23432,"Apartment","Entire home/apt",2,0,1,"$42.00",2,30,0,52.8333333333333,1585
"11017","italy","milan","2020-05-15",24620255,"LORETO",45.48995,9.21883,"Apartment","Entire home/apt",4,2,2,"$80.00",2,7,0,180,5400
"11018","italy","milan","2020-05-15",24620800,"NAVIGLI",45.45331,9.17187,"Apartment","Entire home/apt",4,1,2,"$96.00",1,150,14,54,864
"11019","italy","milan","2020-05-15",24621006,"GARIBALDI REPUBBLICA",45.48025,9.1926,"Apartment","Entire home/apt",4,1,2,"$98.00",1,90,0,109.933333333333,3298
"11020","italy","milan","2020-05-15",24621771,"DUOMO",45.45987,9.18023,"House","Private room",2,1,1,"$500.00",1,1125,30,NA,0
"11021","italy","milan","2020-05-15",24641260,"PORTELLO",45.48626,9.15103,"Apartment","Entire home/apt",4,1,2,"$45.00",1,14,0,60.0666666666667,1802
"11022","italy","milan","2020-05-15",24649571,"BANDE NERE",45.45956,9.13632,"Condominium","Private room",1,1,1,"$50.00",3,25,29,55,55
"11023","italy","milan","2020-05-15",24649962,"BUENOS AIRES - VENEZIA",45.48434,9.20919,"Apartment","Entire home/apt",4,2,2,"$70.00",2,1125,14,70,1120
"11024","italy","milan","2020-05-15",24652759,"PARCO LAMBRO - CIMIANO",45.49587,9.23811,"Apartment","Entire home/apt",3,1,2,"$50.00",2,365,0,50,1500
"11025","italy","milan","2020-05-15",24661382,"NAVIGLI",45.44597,9.17285,"Apartment","Entire home/apt",5,3,3,"$150.00",1,1125,29,130,130
"11026","italy","milan","2020-05-15",24663268,"CENTRALE",45.49057,9.20599,"Apartment","Entire home/apt",4,1,2,"$150.00",1,14,29,90,90
"11027","italy","milan","2020-05-15",24669816,"DUOMO",45.46153,9.19033,"Serviced apartment","Entire home/apt",7,3,4,"$227.00",1,365,24,241.5,1449
"11028","italy","milan","2020-05-15",24684211,"BANDE NERE",45.46097,9.13172,"Apartment","Entire home/apt",4,1,1,"$80.00",3,30,0,80,2400
"11029","italy","milan","2020-05-15",24684333,"UMBRIA - MOLISE",45.44929,9.21734,"Apartment","Private room",2,1,1,"$39.00",1,31,0,45,1350
"11030","italy","milan","2020-05-15",24697026,"BANDE NERE",45.46001,9.1427,"Apartment","Entire home/apt",2,1,1,"$300.00",2,10,30,NA,0
"11031","italy","milan","2020-05-15",24705959,"BANDE NERE",45.46165,9.14502,"Condominium","Entire home/apt",2,1,1,"$45.00",2,21,30,NA,0
"11032","italy","milan","2020-05-15",24721405,"TORTONA",45.45492,9.16598,"Apartment","Entire home/apt",3,1,0,"$130.00",1,30,22,55,440
"11033","italy","milan","2020-05-15",24721961,"SCALO ROMANA",45.4413,9.21346,"Apartment","Private room",1,1,1,"$35.00",3,1125,0,35,1050
"11034","italy","milan","2020-05-15",24722557,"LODI - CORVETTO",45.44177,9.21387,"Apartment","Private room",1,1,1,"$58.00",4,31,28,51,102
"11035","italy","milan","2020-05-15",24723707,"BRERA",45.46828,9.18955,"Apartment","Entire home/apt",10,3,4,"$299.00",2,1125,30,NA,0
"11036","italy","milan","2020-05-15",24723852,"SARPI",45.48552,9.16032,"Apartment","Entire home/apt",5,3,5,"$425.00",2,15,28,425,850
"11037","italy","milan","2020-05-15",24725664,"BUENOS AIRES - VENEZIA",45.48332,9.21137,"Apartment","Entire home/apt",6,2,2,"$85.00",2,210,30,NA,0
"11038","italy","milan","2020-05-15",24725809,"RONCHETTO SUL NAVIGLIO",45.44058,9.12963,"Condominium","Private room",4,1,2,"$60.00",1,15,29,40,40
"11039","italy","milan","2020-05-15",24730468,"SELINUNTE",45.4674,9.14533,"Apartment","Entire home/apt",3,1,1,"$70.00",2,45,23,76,532
"11040","italy","milan","2020-05-15",24731717,"NAVIGLI",45.45124,9.17724,"Apartment","Private room",2,1,1,"$75.00",3,1125,29,58,58
"11041","italy","milan","2020-05-15",24732910,"CENTRALE",45.49066,9.20989,"Apartment","Entire home/apt",4,1,2,"$75.00",2,45,1,76,2204
"11042","italy","milan","2020-05-15",24741274,"WASHINGTON",45.45954,9.1513,"Apartment","Shared room",1,1,1,"$40.00",1,3,0,15,450
"11043","italy","milan","2020-05-15",24744652,"XXII MARZO",45.46676,9.21614,"Apartment","Private room",2,1,1,"$30.00",1,1125,0,80,2400
"11044","italy","milan","2020-05-15",24745093,"QUINTO ROMANO",45.48324,9.08897,"Villa","Entire home/apt",14,7,9,"$1,100.00",3,60,22,1100,8800
"11045","italy","milan","2020-05-15",24747070,"DUOMO",45.46586,9.20043,"Apartment","Entire home/apt",4,2,3,"$100.00",2,1125,30,NA,0
"11046","italy","milan","2020-05-15",24748793,"RIPAMONTI",45.43446,9.20092,"Apartment","Entire home/apt",2,0,2,"$35.00",2,28,0,42.6666666666667,1280
"11047","italy","milan","2020-05-15",24750007,"MAGENTA - S. VITTORE",45.45833,9.17306,"Apartment","Entire home/apt",4,2,3,"$75.00",2,65,0,85,2550
